transaction_id,scenario,expected_outcome,expected_invoice_amount_inr,expected_gateway_amount_inr,expected_bank_amount_inr,expected_gateway_fee_inr,human_review_required
TXN-000364,unexplained_discrepancy,unexplained_discrepancy,163550,163550,156150,0,True
TXN-000365,exact_match,matched,124850,124850,124850,0,False
TXN-000366,gateway_fee_deduction,matched_after_gateway_fee,167750,167750,164731,3019,False
TXN-000367,settlement_timing_difference,matched_after_timing_difference,103350,103350,103350,0,False
TXN-000368,partial_payment,partial_payment,211700,206600,206600,0,True
TXN-000369,duplicate_transaction,duplicate_gateway_transaction,150850,150850,150850,0,True
TXN-000370,missing_bank_settlement,missing_bank_settlement,168650,168650,,0,True
TXN-000371,unexplained_discrepancy,unexplained_discrepancy,144300,144300,137150,0,True
TXN-000372,exact_match,matched,197350,197350,197350,0,False
TXN-000373,gateway_fee_deduction,matched_after_gateway_fee,7050,7050,6923,127,False
TXN-000374,settlement_timing_difference,matched_after_timing_difference,64900,64900,64900,0,False
TXN-000375,partial_payment,partial_payment,140200,136950,136950,0,True
TXN-000376,duplicate_transaction,duplicate_gateway_transaction,180200,180200,180200,0,True
TXN-000377,missing_bank_settlement,missing_bank_settlement,243050,243050,,0,True
TXN-000378,unexplained_discrepancy,unexplained_discrepancy,165100,165100,160200,0,True
TXN-000379,exact_match,matched,200500,200500,200500,0,False
TXN-000380,gateway_fee_deduction,matched_after_gateway_fee,137600,137600,135123,2477,False
TXN-000381,settlement_timing_difference,matched_after_timing_difference,209000,209000,209000,0,False
TXN-000382,partial_payment,partial_payment,156350,154150,154150,0,True
TXN-000383,duplicate_transaction,duplicate_gateway_transaction,127350,127350,127350,0,True
TXN-000384,missing_bank_settlement,missing_bank_settlement,205700,205700,,0,True
TXN-000385,unexplained_discrepancy,unexplained_discrepancy,119850,119850,114450,0,True
TXN-000386,exact_match,matched,155800,155800,155800,0,False
TXN-000387,gateway_fee_deduction,matched_after_gateway_fee,103450,103450,101588,1862,False
TXN-000388,settlement_timing_difference,matched_after_timing_difference,39650,39650,39650,0,False
TXN-000389,partial_payment,partial_payment,33800,28550,28550,0,True
TXN-000390,duplicate_transaction,duplicate_gateway_transaction,205950,205950,205950,0,True
TXN-000391,missing_bank_settlement,missing_bank_settlement,236550,236550,,0,True
TXN-000392,unexplained_discrepancy,unexplained_discrepancy,43450,43450,33900,0,True
TXN-000393,exact_match,matched,172000,172000,172000,0,False
TXN-000394,gateway_fee_deduction,matched_after_gateway_fee,119250,119250,117104,2146,False
TXN-000395,settlement_timing_difference,matched_after_timing_difference,16300,16300,16300,0,False
TXN-000396,partial_payment,partial_payment,163250,154000,154000,0,True
TXN-000397,duplicate_transaction,duplicate_gateway_transaction,211300,211300,211300,0,True
TXN-000398,missing_bank_settlement,missing_bank_settlement,84200,84200,,0,True
TXN-000399,unexplained_discrepancy,unexplained_discrepancy,39700,39700,39450,0,True
TXN-000400,exact_match,matched,193000,193000,193000,0,False
TXN-000401,gateway_fee_deduction,matched_after_gateway_fee,42850,42850,42079,771,False
TXN-000402,settlement_timing_difference,matched_after_timing_difference,178850,178850,178850,0,False
TXN-000403,partial_payment,partial_payment,14700,12300,12300,0,True
TXN-000404,duplicate_transaction,duplicate_gateway_transaction,5950,5950,5950,0,True
TXN-000405,missing_bank_settlement,missing_bank_settlement,244400,244400,,0,True
TXN-000406,unexplained_discrepancy,unexplained_discrepancy,145300,145300,140950,0,True
TXN-000407,exact_match,matched,69100,69100,69100,0,False
TXN-000408,gateway_fee_deduction,matched_after_gateway_fee,181500,181500,178233,3267,False
TXN-000409,settlement_timing_difference,matched_after_timing_difference,176900,176900,176900,0,False
TXN-000410,partial_payment,partial_payment,66700,63650,63650,0,True
TXN-000411,duplicate_transaction,duplicate_gateway_transaction,134900,134900,134900,0,True
TXN-000412,missing_bank_settlement,missing_bank_settlement,90200,90200,,0,True
TXN-000413,unexplained_discrepancy,unexplained_discrepancy,117500,117500,109000,0,True
TXN-000414,exact_match,matched,110600,110600,110600,0,False
TXN-000415,gateway_fee_deduction,matched_after_gateway_fee,6550,6550,6432,118,False
TXN-000416,settlement_timing_difference,matched_after_timing_difference,197700,197700,197700,0,False
TXN-000417,partial_payment,partial_payment,237700,230100,230100,0,True
TXN-000418,duplicate_transaction,duplicate_gateway_transaction,91350,91350,91350,0,True
TXN-000419,missing_bank_settlement,missing_bank_settlement,199150,199150,,0,True
TXN-000420,unexplained_discrepancy,unexplained_discrepancy,122700,122700,114300,0,True
TXN-000421,exact_match,matched,105650,105650,105650,0,False
TXN-000422,gateway_fee_deduction,matched_after_gateway_fee,42050,42050,41293,757,False
TXN-000423,settlement_timing_difference,matched_after_timing_difference,177200,177200,177200,0,False
TXN-000424,partial_payment,partial_payment,76950,68950,68950,0,True
TXN-000425,duplicate_transaction,duplicate_gateway_transaction,103400,103400,103400,0,True
TXN-000426,missing_bank_settlement,missing_bank_settlement,242100,242100,,0,True
TXN-000427,unexplained_discrepancy,unexplained_discrepancy,126650,126650,119100,0,True
TXN-000428,exact_match,matched,125750,125750,125750,0,False
TXN-000429,gateway_fee_deduction,matched_after_gateway_fee,16800,16800,16498,302,False
TXN-000430,settlement_timing_difference,matched_after_timing_difference,103650,103650,103650,0,False
TXN-000431,partial_payment,partial_payment,62400,57750,57750,0,True
TXN-000432,duplicate_transaction,duplicate_gateway_transaction,19800,19800,19800,0,True
TXN-000433,missing_bank_settlement,missing_bank_settlement,199500,199500,,0,True
TXN-000434,unexplained_discrepancy,unexplained_discrepancy,210150,210150,208550,0,True
TXN-000435,exact_match,matched,192200,192200,192200,0,False
TXN-000436,gateway_fee_deduction,matched_after_gateway_fee,80400,80400,78953,1447,False
TXN-000437,settlement_timing_difference,matched_after_timing_difference,120600,120600,120600,0,False
TXN-000438,partial_payment,partial_payment,72800,70150,70150,0,True
TXN-000439,duplicate_transaction,duplicate_gateway_transaction,196000,196000,196000,0,True
TXN-000440,missing_bank_settlement,missing_bank_settlement,66850,66850,,0,True
TXN-000441,unexplained_discrepancy,unexplained_discrepancy,100200,100200,100100,0,True
TXN-000442,exact_match,matched,19750,19750,19750,0,False
TXN-000443,gateway_fee_deduction,matched_after_gateway_fee,226400,226400,222325,4075,False
TXN-000444,settlement_timing_difference,matched_after_timing_difference,156950,156950,156950,0,False
TXN-000445,partial_payment,partial_payment,35450,31400,31400,0,True
TXN-000446,duplicate_transaction,duplicate_gateway_transaction,226700,226700,226700,0,True
TXN-000447,missing_bank_settlement,missing_bank_settlement,74500,74500,,0,True
TXN-000448,unexplained_discrepancy,unexplained_discrepancy,209400,209400,201250,0,True
TXN-000449,exact_match,matched,36250,36250,36250,0,False
TXN-000450,gateway_fee_deduction,matched_after_gateway_fee,47000,47000,46154,846,False
TXN-000451,settlement_timing_difference,matched_after_timing_difference,131450,131450,131450,0,False
TXN-000452,partial_payment,partial_payment,73350,71250,71250,0,True
TXN-000453,duplicate_transaction,duplicate_gateway_transaction,53800,53800,53800,0,True
TXN-000454,missing_bank_settlement,missing_bank_settlement,160000,160000,,0,True
TXN-000455,unexplained_discrepancy,unexplained_discrepancy,56500,56500,50300,0,True
TXN-000456,exact_match,matched,233000,233000,233000,0,False
TXN-000457,gateway_fee_deduction,matched_after_gateway_fee,58050,58050,57005,1045,False
TXN-000458,settlement_timing_difference,matched_after_timing_difference,229400,229400,229400,0,False
TXN-000459,partial_payment,partial_payment,221600,220350,220350,0,True
TXN-000460,duplicate_transaction,duplicate_gateway_transaction,130550,130550,130550,0,True
TXN-000461,missing_bank_settlement,missing_bank_settlement,200900,200900,,0,True
TXN-000462,unexplained_discrepancy,unexplained_discrepancy,160400,160400,156800,0,True
TXN-000463,exact_match,matched,231950,231950,231950,0,False
TXN-000464,gateway_fee_deduction,matched_after_gateway_fee,91500,91500,89853,1647,False
TXN-000465,settlement_timing_difference,matched_after_timing_difference,95200,95200,95200,0,False
TXN-000466,partial_payment,partial_payment,46850,40800,40800,0,True
TXN-000467,duplicate_transaction,duplicate_gateway_transaction,67600,67600,67600,0,True
TXN-000468,missing_bank_settlement,missing_bank_settlement,203750,203750,,0,True
TXN-000469,unexplained_discrepancy,unexplained_discrepancy,113800,113800,111100,0,True
TXN-000470,exact_match,matched,220550,220550,220550,0,False
TXN-000471,gateway_fee_deduction,matched_after_gateway_fee,157500,157500,154665,2835,False
TXN-000472,settlement_timing_difference,matched_after_timing_difference,73150,73150,73150,0,False
TXN-000473,partial_payment,partial_payment,54700,49050,49050,0,True
TXN-000474,duplicate_transaction,duplicate_gateway_transaction,101000,101000,101000,0,True
TXN-000475,missing_bank_settlement,missing_bank_settlement,66900,66900,,0,True
TXN-000476,unexplained_discrepancy,unexplained_discrepancy,4650,4650,3650,0,True
TXN-000477,exact_match,matched,70350,70350,70350,0,False
TXN-000478,gateway_fee_deduction,matched_after_gateway_fee,211300,211300,207497,3803,False
TXN-000479,settlement_timing_difference,matched_after_timing_difference,105600,105600,105600,0,False
TXN-000480,partial_payment,partial_payment,113900,111600,111600,0,True
TXN-000481,duplicate_transaction,duplicate_gateway_transaction,188400,188400,188400,0,True
TXN-000482,missing_bank_settlement,missing_bank_settlement,25750,25750,,0,True
TXN-000483,unexplained_discrepancy,unexplained_discrepancy,30000,30000,20100,0,True
TXN-000484,exact_match,matched,139300,139300,139300,0,False
TXN-000485,gateway_fee_deduction,matched_after_gateway_fee,238950,238950,234649,4301,False
TXN-000486,settlement_timing_difference,matched_after_timing_difference,53200,53200,53200,0,False
TXN-000487,partial_payment,partial_payment,249700,246850,246850,0,True
TXN-000488,duplicate_transaction,duplicate_gateway_transaction,29200,29200,29200,0,True
TXN-000489,missing_bank_settlement,missing_bank_settlement,55200,55200,,0,True
TXN-000490,unexplained_discrepancy,unexplained_discrepancy,243900,243900,238750,0,True
TXN-000491,exact_match,matched,242700,242700,242700,0,False
TXN-000492,gateway_fee_deduction,matched_after_gateway_fee,113150,113150,111113,2037,False
TXN-000493,settlement_timing_difference,matched_after_timing_difference,37750,37750,37750,0,False
TXN-000494,partial_payment,partial_payment,236550,230600,230600,0,True
TXN-000495,duplicate_transaction,duplicate_gateway_transaction,39350,39350,39350,0,True
TXN-000496,missing_bank_settlement,missing_bank_settlement,26450,26450,,0,True
TXN-000497,unexplained_discrepancy,unexplained_discrepancy,117600,117600,115000,0,True
TXN-000498,exact_match,matched,44050,44050,44050,0,False
TXN-000499,gateway_fee_deduction,matched_after_gateway_fee,144500,144500,141899,2601,False
TXN-000500,settlement_timing_difference,matched_after_timing_difference,119900,119900,119900,0,False
