transaction_id,gateway_transaction_id,transaction_date,amount_inr,fee_inr,currency
TXN-000427,GW-000427,2025-04-04,126650,0,INR
TXN-000428,GW-000428,2025-08-07,125750,0,INR
TXN-000429,GW-000429,2025-09-22,16800,302,INR
TXN-000430,GW-000430,2025-05-14,103650,0,INR
TXN-000431,GW-000431,2025-09-24,57750,0,INR
TXN-000432,GW-000432,2025-01-01,19800,0,INR
TXN-000432,GW-DUP-000432,2025-01-01,19800,0,INR
TXN-000433,GW-000433,2025-11-02,199500,0,INR
TXN-000434,GW-000434,2025-11-12,210150,0,INR
TXN-000435,GW-000435,2025-08-19,192200,0,INR
TXN-000436,GW-000436,2025-03-23,80400,1447,INR
TXN-000437,GW-000437,2025-11-22,120600,0,INR
TXN-000438,GW-000438,2025-05-10,70150,0,INR
TXN-000439,GW-000439,2025-06-25,196000,0,INR
TXN-000439,GW-DUP-000439,2025-06-25,196000,0,INR
TXN-000440,GW-000440,2025-06-15,66850,0,INR
TXN-000441,GW-000441,2025-12-20,100200,0,INR
TXN-000442,GW-000442,2025-11-07,19750,0,INR
TXN-000443,GW-000443,2025-05-23,226400,4075,INR
TXN-000444,GW-000444,2025-12-05,156950,0,INR
TXN-000445,GW-000445,2025-06-13,31400,0,INR
TXN-000446,GW-000446,2025-04-04,226700,0,INR
TXN-000446,GW-DUP-000446,2025-04-04,226700,0,INR
TXN-000447,GW-000447,2025-08-09,74500,0,INR
TXN-000448,GW-000448,2025-08-23,209400,0,INR
TXN-000449,GW-000449,2025-08-11,36250,0,INR
TXN-000450,GW-000450,2025-05-07,47000,846,INR
TXN-000451,GW-000451,2025-01-22,131450,0,INR
TXN-000452,GW-000452,2025-07-07,71250,0,INR
TXN-000453,GW-000453,2025-11-02,53800,0,INR
TXN-000453,GW-DUP-000453,2025-11-02,53800,0,INR
TXN-000454,GW-000454,2025-03-19,160000,0,INR
TXN-000455,GW-000455,2025-05-31,56500,0,INR
TXN-000456,GW-000456,2025-02-21,233000,0,INR
TXN-000457,GW-000457,2025-10-28,58050,1045,INR
TXN-000458,GW-000458,2025-11-24,229400,0,INR
TXN-000459,GW-000459,2025-11-13,220350,0,INR
TXN-000460,GW-000460,2025-02-15,130550,0,INR
TXN-000460,GW-DUP-000460,2025-02-15,130550,0,INR
TXN-000461,GW-000461,2025-12-07,200900,0,INR
TXN-000462,GW-000462,2025-04-04,160400,0,INR
TXN-000463,GW-000463,2025-09-06,231950,0,INR
TXN-000464,GW-000464,2025-10-19,91500,1647,INR
TXN-000465,GW-000465,2025-10-15,95200,0,INR
TXN-000466,GW-000466,2025-09-12,40800,0,INR
TXN-000467,GW-000467,2025-08-07,67600,0,INR
TXN-000467,GW-DUP-000467,2025-08-07,67600,0,INR
TXN-000468,GW-000468,2025-12-21,203750,0,INR
TXN-000469,GW-000469,2025-03-30,113800,0,INR
TXN-000470,GW-000470,2025-01-17,220550,0,INR
TXN-000471,GW-000471,2025-01-14,157500,2835,INR
TXN-000472,GW-000472,2025-05-10,73150,0,INR
TXN-000473,GW-000473,2025-12-22,49050,0,INR
TXN-000474,GW-000474,2025-05-22,101000,0,INR
TXN-000474,GW-DUP-000474,2025-05-22,101000,0,INR
TXN-000475,GW-000475,2025-01-26,66900,0,INR
TXN-000476,GW-000476,2025-09-10,4650,0,INR
TXN-000477,GW-000477,2025-09-14,70350,0,INR
TXN-000478,GW-000478,2025-12-07,211300,3803,INR
TXN-000479,GW-000479,2025-09-14,105600,0,INR
TXN-000480,GW-000480,2025-01-03,111600,0,INR
TXN-000481,GW-000481,2025-12-19,188400,0,INR
TXN-000481,GW-DUP-000481,2025-12-19,188400,0,INR
TXN-000482,GW-000482,2025-07-10,25750,0,INR
TXN-000483,GW-000483,2025-03-18,30000,0,INR
TXN-000484,GW-000484,2025-08-23,139300,0,INR
TXN-000485,GW-000485,2025-08-18,238950,4301,INR
TXN-000486,GW-000486,2025-11-28,53200,0,INR
TXN-000487,GW-000487,2025-04-29,246850,0,INR
TXN-000488,GW-000488,2025-09-30,29200,0,INR
TXN-000488,GW-DUP-000488,2025-09-30,29200,0,INR
TXN-000489,GW-000489,2025-05-16,55200,0,INR
TXN-000490,GW-000490,2025-06-06,243900,0,INR
TXN-000491,GW-000491,2025-02-13,242700,0,INR
TXN-000492,GW-000492,2025-05-15,113150,2037,INR
TXN-000493,GW-000493,2025-09-25,37750,0,INR
TXN-000494,GW-000494,2025-02-09,230600,0,INR
TXN-000495,GW-000495,2025-08-20,39350,0,INR
TXN-000495,GW-DUP-000495,2025-08-20,39350,0,INR
TXN-000496,GW-000496,2025-03-14,26450,0,INR
TXN-000497,GW-000497,2025-03-21,117600,0,INR
TXN-000498,GW-000498,2025-05-09,44050,0,INR
TXN-000499,GW-000499,2025-08-25,144500,2601,INR
TXN-000500,GW-000500,2025-05-28,119900,0,INR
